ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,gassy,gassy_lower,gassy_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
-3.15,12.525478,11.960103285961134,14.820099373478632,12.525478,12.525478,0.920455178678767,0.920455178678767,0.920455178678767,0.920455178678767,0.920455178678767,0.920455178678767,0.0,0.0,0.0,13.445933178678766,14.0
-3.1333333333333333,12.56090152910053,12.588181707901041,15.681446903835377,12.56090152910053,12.56090152910053,1.615963946,1.615963946,1.615963946,1.615963946,1.615963946,1.615963946,0.0,0.0,0.0,14.17686547510053,14.0
-2.9166666666666665,13.021407407407407,12.279731077452007,15.305618903261893,13.021407407407407,13.021407407407407,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.0,0.0,0.0,13.820476317109991,15.0
-2.9166666666666665,13.021407407407407,12.279731077452007,15.305618903261893,13.021407407407407,13.021407407407407,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.7990689097025829,0.0,0.0,0.0,13.820476317109991,14.0
-2.9,13.056830936507936,11.599855282682544,14.679166173247445,13.056830936507936,13.056830936507936,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.0,0.0,0.0,13.144974793860598,14.0
-2.9,13.056830936507936,11.599855282682544,14.679166173247445,13.056830936507936,13.056830936507936,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.08814385735266234,0.0,0.0,0.0,13.144974793860598,13.0
-2.8833333333333333,13.092254465608466,11.110551393265178,14.074126785518887,13.092254465608466,13.092254465608466,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,0.0,0.0,0.0,12.595488479746649,12.0
-2.8833333333333333,13.092254465608466,11.110551393265178,14.074126785518887,13.092254465608466,13.092254465608466,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,-0.49676598586181653,0.0,0.0,0.0,12.595488479746649,12.0
-2.8666666666666667,13.127677994708996,10.738866563385802,13.72698864613524,13.127677994708996,13.127677994708996,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,0.0,0.0,0.0,12.190901454796478,12.0
-2.8666666666666667,13.127677994708996,10.738866563385802,13.72698864613524,13.127677994708996,13.127677994708996,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,-0.9367765399125186,0.0,0.0,0.0,12.190901454796478,12.0
-2.85,13.163101523809523,10.495049444313652,13.432270086844307,13.163101523809523,13.163101523809523,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,0.0,0.0,0.0,11.93496014338711,11.0
-2.85,13.163101523809523,10.495049444313652,13.432270086844307,13.163101523809523,13.163101523809523,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,-1.228141380422413,0.0,0.0,0.0,11.93496014338711,14.0
-2.8333333333333335,13.198525053612816,10.282191768399517,13.404536692470172,13.198525053612816,13.198525053612816,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,0.0,0.0,0.0,11.81879809375707,13.0
-2.8333333333333335,13.198525053612816,10.282191768399517,13.404536692470172,13.198525053612816,13.198525053612816,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,-1.3797269598557458,0.0,0.0,0.0,11.81879809375707,13.0
-2.816666666666667,13.233948583416106,10.41869150098063,13.331551758633779,13.233948583416106,13.233948583416106,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,0.0,0.0,0.0,11.824285952770364,13.0
-2.816666666666667,13.233948583416106,10.41869150098063,13.331551758633779,13.233948583416106,13.233948583416106,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,-1.4096626306457434,0.0,0.0,0.0,11.824285952770364,12.0
-2.8,13.269372113219399,10.492960196354462,13.439893552485726,13.269372113219399,13.269372113219399,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,0.0,0.0,0.0,11.92753868301089,12.0
-2.8,13.269372113219399,10.492960196354462,13.439893552485726,13.269372113219399,13.269372113219399,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,-1.341833430208509,0.0,0.0,0.0,11.92753868301089,12.0
-2.783333333333333,13.304795643022688,10.593984046847156,13.561736558831795,13.304795643022688,13.304795643022688,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,0.0,0.0,0.0,12.10206219068416,11.0
-2.783333333333333,13.304795643022688,10.593984046847156,13.561736558831795,13.304795643022688,13.304795643022688,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,-1.2027334523385276,0.0,0.0,0.0,12.10206219068416,13.0
-2.7666666666666666,13.340219172825979,10.848542177363935,13.863345319386124,13.340219172825979,13.340219172825979,-1.0189777894496121,-1.0189777894496121,-1.0189777894496121,-1.0189777894496121,-1.0189777894496121,-1.0189777894496121,0.0,0.0,0.0,12.321241383376366,14.0
